,NO,SMILES structure,logD,smi
541,A-logD7.4-803,O1c2cc(ccc2OC1)CCC1=Nc2c(-n3c1ccc3)cccc2,3.84,O 1 c 2 c c ( c c c 2 O C 1 ) C C C 1 = N c 2 c ( - n 3 c 1 c c c 3 ) c c c c 2
542,A-logD7.4-535,Clc1sc(cc1)-c1sc(S(=O)(=O)N[C@H]2CCN([C@H](C(=O)N3CCOCC3)C)C2=O)nc1,2.1,Cl c 1 s c ( c c 1 ) - c 1 s c ( S ( = O ) ( = O ) N [C@H] 2 C C N ( [C@H] ( C ( = O ) N 3 C C O C C 3 ) C ) C 2 = O ) n c 1
543,E-logD7.4-22,O(C)c1cc(ccc1)/C(=N/O)/NC1CCCCC1,3.84,O ( C ) c 1 c c ( c c c 1 ) / C ( = N / O ) / N C 1 C C C C C 1
544,A-logD7.4-729,Clc1sc2S(=O)(=O)N=C(Nc2c1)NCC(CC)C,3.14,Cl c 1 s c 2 S ( = O ) ( = O ) N = C ( N c 2 c 1 ) N C C ( C C ) C
545,A-logD7.4-523,N(CCC=C1c2c(CCc3c1cccc3)cccc2)C,2.02,N ( C C C = C 1 c 2 c ( C C c 3 c 1 c c c c 3 ) c c c c 2 ) C
546,B-logD7.4-339,O(C)c1cc2N=C(NCCCN(CCCNC3=Nc4cc(OC)ccc4-n4c3ccc4)C)c3n(-c2cc1)ccc3,3.55,O ( C ) c 1 c c 2 N = C ( N C C C N ( C C C N C 3 = N c 4 c c ( O C ) c c c 4- n 4 c 3 c c c 4 ) C ) c 3 n ( - c 2 c c 1 ) c c c 3
547,O-175,[Br-].[n+]1(c2cc(N)ccc2c2c(cc(N)cc2)c1-c1ccccc1)CC,-1.1,[Br-] . [n+] 1 ( c 2 c c ( N ) c c c 2 c 2 c ( c c ( N ) c c 2 ) c 1- c 1 c c c c c 1 ) C C
548,O-33,O=C1NC(=N)N(C1)C,-2.0,O = C 1 N C ( = N ) N ( C 1 ) C
549,A-logD7.4-842,Ic1cc(cc(I)c1OCCN(C(C)C)C(C)C)C(=O)c1c2c(oc1CCCC)cccc2,6.66,I c 1 c c ( c c ( I ) c 1 O C C N ( C ( C ) C ) C ( C ) C ) C ( = O ) c 1 c 2 c ( o c 1 C C C C ) c c c c 2
550,O-234,Clc1cc(ccc1)C(=O)c1ccn(c1)CC(O)=O,-0.39,Cl c 1 c c ( c c c 1 ) C ( = O ) c 1 c c n ( c 1 ) C C ( O ) = O
551,A-logD7.4-249,Fc1cc(ccc1N1C=C(C(O)=O)C(=O)c2cc(F)c(N3CC(NC(C3)C)C)cc12)C,0.31,F c 1 c c ( c c c 1 N 1 C = C ( C ( O ) = O ) C ( = O ) c 2 c c ( F ) c ( N 3 C C ( N C ( C 3 ) C ) C ) c c 12 ) C
552,A-logD7.4-490,O1C(=Nc2c(cc(cc2)C)C1=O)C,1.8,O 1 C ( = N c 2 c ( c c ( c c 2 ) C ) C 1 = O ) C
553,A-logD7.4-335,O=C1N(c2c(cccc2)C(=N[C@H]1NC(=O)Nc1cc(Nc2nn[nH]n2)ccc1)c1ccccc1)C,0.89,O = C 1 N ( c 2 c ( c c c c 2 ) C ( = N [C@H] 1 N C ( = O ) N c 1 c c ( N c 2 n n [nH] n 2 ) c c c 1 ) c 1 c c c c c 1 ) C
554,E-logD7.4-24,O(c1ncccc1/C(=N\O)/NC1CCCCC1)c1ccccc1,3.92,O ( c 1 n c c c c 1/ C ( = N \ O ) / N C 1 C C C C C 1 ) c 1 c c c c c 1
555,E-logD7.4-35,o1cc(nc1-c1ccc(OCC(=O)c2ccccc2)cc1)CNC(CCCCC)C,4.16,o 1 c c ( n c 1- c 1 c c c ( O C C ( = O ) c 2 c c c c c 2 ) c c 1 ) C N C ( C C C C C ) C
556,A-logD7.4-456,Brc1ccccc1NC(=O)Nc1ccc(cc1C)CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(cc1)C(O)=O,1.64,Br c 1 c c c c c 1 N C ( = O ) N c 1 c c c ( c c 1 C ) C C ( = O ) N 1 C [C@@H] ( F ) C [C@H] 1 C O c 1 c c c ( c c 1 ) C ( O ) = O
557,A-logD7.4-363,Clc1cc2NC3=C(C(=O)c2cc1)C(=O)N(NC3=O)Cc1cc(ccc1)C(OC)=O,1.1,Cl c 1 c c 2 N C 3 = C ( C ( = O ) c 2 c c 1 ) C ( = O ) N ( N C 3 = O ) C c 1 c c ( c c c 1 ) C ( O C ) = O
558,A-logD7.4-735,O1C(=O)c2c(N=C1NCCc1ccccc1)cccc2,3.2,O 1 C ( = O ) c 2 c ( N = C 1 N C C c 1 c c c c c 1 ) c c c c 2
559,A-logD7.4-846,S(OCCOc1ccc(OC)cc1CN(C(=O)C)c1cc(F)ccc1Oc1ccccc1)(=O)(=O)c1ccc(cc1)C,4.65,S ( O C C O c 1 c c c ( O C ) c c 1 C N ( C ( = O ) C ) c 1 c c ( F ) c c c 1 O c 1 c c c c c 1 ) ( = O ) ( = O ) c 1 c c c ( c c 1 ) C
560,B-logD7.4-341,n1-2c(ccc1)C(=Nc1c-2cccc1)NCCCN(CCCNC1=Nc2c(-n3c1ccc3)cccc2)C,4.12,n 1-2 c ( c c c 1 ) C ( = N c 1 c -2 c c c c 1 ) N C C C N ( C C C N C 1 = N c 2 c ( - n 3 c 1 c c c 3 ) c c c c 2 ) C
561,A-logD7.4-200,[nH]1cc(c2cc(ccc12)Cc1nn(nn1)CC)CCN(C)C,0.02,[nH] 1 c c ( c 2 c c ( c c c 12 ) C c 1 n n ( n n 1 ) C C ) C C N ( C ) C
562,O-277,S(=O)(Cc1ncc(C)c(OC)c1C)c1[nH]c2cc(OC)ccc2n1,2.22,S ( = O ) ( C c 1 n c c ( C ) c ( O C ) c 1 C ) c 1 [nH] c 2 c c ( O C ) c c c 2 n 1
563,F-logD7.4-27,OC=1C(=O)C=CN(CCCN)C=1C,-2.1,O C = 1 C ( = O ) C = C N ( C C C N ) C = 1 C
564,A-logD7.4-394,O(C)c1cc2CCN3[C@@H](C[C@H](N)[C@H](C3)c3cc(ccc3)C)c2cc1OC,1.3,O ( C ) c 1 c c 2 C C N 3 [C@@H] ( C [C@H] ( N ) [C@H] ( C 3 ) c 3 c c ( c c c 3 ) C ) c 2 c c 1 O C
565,A-logD7.4-170,OC=1C(=O)C=CN(C(COC)C)C=1C,-0.26,O C = 1 C ( = O ) C = C N ( C ( C O C ) C ) C = 1 C
566,C-logD7.4-37,O(c1ccc(-n2ccnc2)cc1)c1nc(ncc1)N1C[C@@H](NCC1)Cc1ccccc1,3.58,O ( c 1 c c c ( - n 2 c c n c 2 ) c c 1 ) c 1 n c ( n c c 1 ) N 1 C [C@@H] ( N C C 1 ) C c 1 c c c c c 1
567,B-logD7.4-215,O1c2cc(CN3CCC(n4c5c(nc4O)cccc5)CC3)c([N+](=O)[O-])cc2OC1,2.4,O 1 c 2 c c ( C N 3 C C C ( n 4 c 5 c ( n c 4 O ) c c c c 5 ) C C 3 ) c ( [N+] ( = O ) [O-] ) c c 2 O C 1
568,A-logD7.4-106,OC=1C(=O)C=CN(CCC(=O)NCC)C=1C,-0.82,O C = 1 C ( = O ) C = C N ( C C C ( = O ) N C C ) C = 1 C
569,B-logD7.4-149,O(C(c1ccccc1)c1ccccc1)CCN(C)C,1.34,O ( C ( c 1 c c c c c 1 ) c 1 c c c c c 1 ) C C N ( C ) C
570,I-logDoct-PBS-29,S(=O)(=O)(Nc1cc(ccc1)Cn1c2c(nc1)cccc2)C,2.08,S ( = O ) ( = O ) ( N c 1 c c ( c c c 1 ) C n 1 c 2 c ( n c 1 ) c c c c 2 ) C
571,A-logD7.4-540,O(CCN(C)c1nnc(Nn2c(ccc2C)C)cc1)C,2.16,O ( C C N ( C ) c 1 n n c ( N n 2 c ( c c c 2 C ) C ) c c 1 ) C
572,E-logD7.4-40,O\N=C(/NC1CCCC1)\c1ccccc1-c1ccccc1,4.3,O \ N = C ( / N C 1 C C C C 1 ) \ c 1 c c c c c 1- c 1 c c c c c 1
573,O-485,N([C@@H](Cc1ccccc1)C)(CC#C)C,2.49,N ( [C@@H] ( C c 1 c c c c c 1 ) C ) ( C C # C ) C
574,I-logDoct-PBS-4,OC(=O)c1cc(ccc1)Cn1ccnc1,-2.07,O C ( = O ) c 1 c c ( c c c 1 ) C n 1 c c n c 1
575,I-logDoct-PBS-17,n1c2c(n(c1)Cc1cc(ccc1)CN)cccc2,0.21,n 1 c 2 c ( n ( c 1 ) C c 1 c c ( c c c 1 ) C N ) c c c c 2
576,A-logD7.4-44,S1(=O)(=O)N(CCN1C)Cc1cc2c([nH]cc2CCNC)cc1,-1.71,S 1 ( = O ) ( = O ) N ( C C N 1 C ) C c 1 c c 2 c ( [nH] c c 2 C C N C ) c c 1
577,B-logD7.4-290,s1c2c(nc1O)c(O)ccc2CCNCCCSCCOCCCc1ccccc1,2.8,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C C S C C O C C C c 1 c c c c c 1
578,E-logD7.4-53,o1cc(nc1-c1ccc(OC(C)C)cc1)CNC(CCCCC)C,4.56,o 1 c c ( n c 1- c 1 c c c ( O C ( C ) C ) c c 1 ) C N C ( C C C C C ) C
579,A-logD7.4-831,O1CCN(CC1)CCOC(=O)N[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1,4.3,O 1 C C N ( C C 1 ) C C O C ( = O ) N [C@H] ( C ( C ) C ) C [C@H] ( O ) [C@@H] ( N C ( = O ) [C@@H] ( N [C@@H] ( C c 1 c c c c c 1 ) C ( = O ) N 1 C C C ( O C O C ) C C 1 ) C C C C ) C C 1 C C C C C 1
580,B-logD7.4-179,O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)C(=O)C[C@]1([C@H]3CC[C@]1(O)C(=O)CO)C,1.53,O = C 1 C = C 2 C C [C@@H] 3 [C@@H] ( [C@] 2 ( C = C 1 ) C ) C ( = O ) C [C@] 1 ( [C@H] 3 C C [C@] 1 ( O ) C ( = O ) C O ) C
581,O-385,s1c(cnc1NC(=O)C=1N(S(=O)(=O)c2c(cccc2)C=1O)C)C,0.12,s 1 c ( c n c 1 N C ( = O ) C = 1 N ( S ( = O ) ( = O ) c 2 c ( c c c c 2 ) C = 1 O ) C ) C
582,A-logD7.4-212,O(C)c1cc2c(cc(cc2)[C@@H](C(O)=O)C)cc1,0.19,O ( C ) c 1 c c 2 c ( c c ( c c 2 ) [C@@H] ( C ( O ) = O ) C ) c c 1
583,A-logD7.4-748,n1-2c(ccc1)C(=Nc1c-2cccc1)CCC,3.35,n 1-2 c ( c c c 1 ) C ( = N c 1 c -2 c c c c 1 ) C C C
584,C-logD7.4-11,S(=O)(=O)(Nc1cc2c(N=C(NC2=O)N)cc1)c1ccc(cc1)C(=O)N[C@@H](CCC(OCC)=O)C(OCC)=O,2.46,S ( = O ) ( = O ) ( N c 1 c c 2 c ( N = C ( N C 2 = O ) N ) c c 1 ) c 1 c c c ( c c 1 ) C ( = O ) N [C@@H] ( C C C ( O C C ) = O ) C ( O C C ) = O
585,O-379,Clc1cc2N(c3c(Sc2cc1)cccc3)CCCN(C)C,3.45,Cl c 1 c c 2 N ( c 3 c ( S c 2 c c 1 ) c c c c 3 ) C C C N ( C ) C
586,B-logD7.4-317,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc(cc1)C#N,2.0,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C S ( = O ) ( = O ) C C C O C C c 1 c c c ( c c 1 ) C # N
587,B-logD7.4-136,Clc1ccc(cc1S(=O)(=O)N)C1(O)NC(=O)c2c1cccc2,1.11,Cl c 1 c c c ( c c 1 S ( = O ) ( = O ) N ) C 1 ( O ) N C ( = O ) c 2 c 1 c c c c 2
588,A-logD7.4-29,OC(=O)CC[C@H](NC(=O)c1ccc(N(Cc2nc3c(nc(nc3N)N)nc2)C)cc1)C(O)=O,-2.73,O C ( = O ) C C [C@H] ( N C ( = O ) c 1 c c c ( N ( C c 2 n c 3 c ( n c ( n c 3 N ) N ) n c 2 ) C ) c c 1 ) C ( O ) = O
589,A-logD7.4-711,O1C(=O)c2c(N=C1N1CCCCC1)cccc2,3.0,O 1 C ( = O ) c 2 c ( N = C 1 N 1 C C C C C 1 ) c c c c 2
590,A-logD7.4-211,Oc1c(nccc1O)CC,0.05,O c 1 c ( n c c c 1 O ) C C
591,A-logD7.4-104,OC=1C(=O)C=CN(CCCO)C=1C,-0.9,O C = 1 C ( = O ) C = C N ( C C C O ) C = 1 C
592,B-logD7.4-18,s1cc(cc1S(=O)(=O)N)C(=O)c1cc(CN(CC)CC)c(O)cc1,2.3,s 1 c c ( c c 1 S ( = O ) ( = O ) N ) C ( = O ) c 1 c c ( C N ( C C ) C C ) c ( O ) c c 1
593,A-logD7.4-618,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(SCc1ccc(cc1)C(C)(C)C)[OH2+],2.53,[Tc-] 12 ( S C C [N+] 1 ( C C S 2 ) C C N ( C C ) C C ) ( S C c 1 c c c ( c c 1 ) C ( C ) ( C ) C ) [OH2+]
594,I-logDoct-PBS-18,[nH]1nc(nn1)-c1cc(ccc1)Cn1c2c(nc1)cccc2,0.27,[nH] 1 n c ( n n 1 ) - c 1 c c ( c c c 1 ) C n 1 c 2 c ( n c 1 ) c c c c 2
595,O-195,O=C(C(C)(C)c1cccnc1)c1cccnc1,1.5,O = C ( C ( C ) ( C ) c 1 c c c n c 1 ) c 1 c c c n c 1
596,A-logD7.4-231,OC=1C(=O)C=CN(CC(OCC)OCC)C=1C,0.21,O C = 1 C ( = O ) C = C N ( C C ( O C C ) O C C ) C = 1 C
597,O-377,Brc1cc2c(nc1)cccc2,2.91,Br c 1 c c 2 c ( n c 1 ) c c c c 2
598,J-D7.4-14,OC=1C(=O)C=CN(CCCOC(=O)c2ccccc2)C=1CO,0.75,O C = 1 C ( = O ) C = C N ( C C C O C ( = O ) c 2 c c c c c 2 ) C = 1 C O
599,A-logD7.4-306,OC=1C(=O)C=CN(CC(C)C)C=1C,0.65,O C = 1 C ( = O ) C = C N ( C C ( C ) C ) C = 1 C
600,O-201,[nH]1ccnc1C,-0.99,[nH] 1 c c n c 1 C
601,A-logD7.4-542,Brc1cc(ccc1NC(=O)Nc1ccccc1Cl)CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(cc1)C(O)=O,2.17,Br c 1 c c ( c c c 1 N C ( = O ) N c 1 c c c c c 1 Cl ) C C ( = O ) N 1 C [C@@H] ( F ) C [C@H] 1 C O c 1 c c c ( c c 1 ) C ( O ) = O
602,O-543,O1[C@H]2[C@@]34[C@@H]([C@@H](N(CC3)C)Cc3c4c1c(O)cc3)C=C[C@H]2O,-0.06,O 1 [C@H] 2 [C@@] 34 [C@@H] ( [C@@H] ( N ( C C 3 ) C ) C c 3 c 4 c 1 c ( O ) c c 3 ) C = C [C@H] 2 O
603,B-logD7.4-243,Clc1cc2OCOc2cc1COC(=O)N1CCC(n2c3c(nc2O)cccc3)CC1,4.2,Cl c 1 c c 2 O C O c 2 c c 1 C O C ( = O ) N 1 C C C ( n 2 c 3 c ( n c 2 O ) c c c c 3 ) C C 1
604,A-logD7.4-333,O(C)c1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,0.88,O ( C ) c 1 c c c ( c c 1 ) C ( C N ( C ) C ) C 1 ( O ) C C C C C 1
605,A-logD7.4-227,S1(=O)(=O)N(C)C(C(=O)N(C)c2ncccc2)=C(O)c2c1cccc2,0.2,S 1 ( = O ) ( = O ) N ( C ) C ( C ( = O ) N ( C ) c 2 n c c c c 2 ) = C ( O ) c 2 c 1 c c c c 2
606,E-logD7.4-72,Clc1cc(ccc1)-c1occ(n1)CNC(CCCCC)C,5.02,Cl c 1 c c ( c c c 1 ) - c 1 o c c ( n 1 ) C N C ( C C C C C ) C
607,O-556,Fc1cc(ccc1-c1ccccc1)[C@@H](C(O)=O)C,0.91,F c 1 c c ( c c c 1- c 1 c c c c c 1 ) [C@@H] ( C ( O ) = O ) C
608,B-logD7.4-309,s1c2c(nc1O)c(O)ccc2CCNCCNS(=O)(=O)CCOCCCc1ccccc1,2.22,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C N S ( = O ) ( = O ) C C O C C C c 1 c c c c c 1
609,J-D7.4-6,OC=1C(=O)C=CN(CC)C=1CO,-0.85,O C = 1 C ( = O ) C = C N ( C C ) C = 1 C O
610,B-logD7.4-325,s1c2c(nc1O)c(O)ccc2CCN(CCCOCCOCCc1ccccc1)C,2.44,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N ( C C C O C C O C C c 1 c c c c c 1 ) C
611,O-38,S1SCCC(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(C1)C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,-1.95,S 1 S C C C ( = O ) N C ( C c 2 c c c ( O ) c c 2 ) C ( = O ) N C ( C c 2 c c c c c 2 ) C ( = O ) N C ( C C C ( = O ) N ) C ( = O ) N C ( C C ( = O ) N ) C ( = O ) N C ( C 1 ) C ( = O ) N 1 C C C C 1 C ( = O ) N C ( C C C N = C ( N ) N ) C ( = O ) N C C ( = O ) N
612,B-logD7.4-312,s1cnc(C)c1CCOCCCS(=O)(=O)CCNCCc1c2sc(O)nc2c(O)cc1,1.44,s 1 c n c ( C ) c 1 C C O C C C S ( = O ) ( = O ) C C N C C c 1 c 2 s c ( O ) n c 2 c ( O ) c c 1
613,A-logD7.4-602,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N([C@@H](CC(C)C)C(=O)N)C)C,2.42,O = C ( N [C@@H] ( C c 1 c c c c c 1 ) C ( = O ) N [C@@H] ( C C ( C ) C ) C ( = O ) N [C@@H] ( C ( C ) C ) C ( = O ) N ( [C@@H] ( C C ( C ) C ) C ( = O ) N ) C ) C
614,A-logD7.4-374,O1C2(OOC13CCN(CC3)C(=O)c1ccccc1C(O)=O)C1CC3CC2CC(C1)C3,1.2,O 1 C 2 ( O O C 13 C C N ( C C 3 ) C ( = O ) c 1 c c c c c 1 C ( O ) = O ) C 1 C C 3 C C 2 C C ( C 1 ) C 3
615,A-logD7.4-472,O1C(=O)c2c(N=C1NCCCC)cc(N)cc2,1.7,O 1 C ( = O ) c 2 c ( N = C 1 N C C C C ) c c ( N ) c c 2
616,A-logD7.4-739,O1c2c(OCC1Cc1[nH]c3c(n1)cccc3)cccc2,3.29,O 1 c 2 c ( O C C 1 C c 1 [nH] c 3 c ( n 1 ) c c c c 3 ) c c c c 2
617,O-560,OC[C@H](NC(=O)[C@@H]1C=C2[C@@H](N(C1)C)Cc1c3c2cccc3[nH]c1)C,1.54,O C [C@H] ( N C ( = O ) [C@@H] 1 C = C 2 [C@@H] ( N ( C 1 ) C ) C c 1 c 3 c 2 c c c c 3 [nH] c 1 ) C
618,A-logD7.4-596,Clc1cc2NC3=C(C(=O)c2cc1)C(=O)N(NC3=O)C(C#Cc1sccc1)C,2.4,Cl c 1 c c 2 N C 3 = C ( C ( = O ) c 2 c c 1 ) C ( = O ) N ( N C 3 = O ) C ( C # C c 1 s c c c 1 ) C
619,O-124,S=C(Oc1cc2c(cc1)cccc2)Nc1cc(ccc1)C,5.4,S = C ( O c 1 c c 2 c ( c c 1 ) c c c c 2 ) N c 1 c c ( c c c 1 ) C
620,A-logD7.4-365,Oc1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1ccc(cc1)CC(O)=O,1.1,O c 1 c c ( c c c 1 ) [C@H] ( N 1 C [C@H] ( N ( C [C@@H] 1 C ) C c 1 c c c c c 1 ) C ) c 1 c c c ( c c 1 ) C C ( O ) = O
621,A-logD7.4-498,OC=1C(=O)C=CN(CCCCCC)C=1C,1.89,O C = 1 C ( = O ) C = C N ( C C C C C C ) C = 1 C
622,B-logD7.4-229,Brc1cc2c([nH]cc2CC(=O)N2CCN(CC2)c2c3nonc3c([N+](=O)[O-])cc2)cc1,3.0,Br c 1 c c 2 c ( [nH] c c 2 C C ( = O ) N 2 C C N ( C C 2 ) c 2 c 3 n o n c 3 c ( [N+] ( = O ) [O-] ) c c 2 ) c c 1
623,B-logD7.4-9,s1cc(cc1S(=O)(=O)N)C(=O)c1ccc(cc1)CNC,0.14,s 1 c c ( c c 1 S ( = O ) ( = O ) N ) C ( = O ) c 1 c c c ( c c 1 ) C N C
624,A-logD7.4-388,Clc1ncc(cc1-c1cc(F)ncc1)[C@@H]1[C@@H]2N([C@@H](C1)CC2)C,1.26,Cl c 1 n c c ( c c 1- c 1 c c ( F ) n c c 1 ) [C@@H] 1 [C@@H] 2 N ( [C@@H] ( C 1 ) C C 2 ) C
625,O-65,O=C1Nc2c(nccc2C)N(c2ncccc12)C1CC1,1.81,O = C 1 N c 2 c ( n c c c 2 C ) N ( c 2 n c c c c 12 ) C 1 C C 1
626,B-logD7.4-56,o1nc(nc1N)NCCNC(=O)[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1,4.4,o 1 n c ( n c 1 N ) N C C N C ( = O ) [C@H] ( C ( C ) C ) C [C@H] ( O ) [C@@H] ( N C ( = O ) [C@@H] ( O [C@@H] ( C c 1 c c c c c 1 ) C ( = O ) N 1 C C C ( O C O C ) C C 1 ) C C C C ) C C 1 C C C C C 1
627,A-logD7.4-864,FC(F)(F)c1cc(cc(c1)C(F)(F)F)COCC(N1CCN(CC1Cc1ccccc1)Cc1cc(OC)c(OC)c(OC)c1)c1ccccc1,5.2,F C ( F ) ( F ) c 1 c c ( c c ( c 1 ) C ( F ) ( F ) F ) C O C C ( N 1 C C N ( C C 1 C c 1 c c c c c 1 ) C c 1 c c ( O C ) c ( O C ) c ( O C ) c 1 ) c 1 c c c c c 1
628,E-logD7.4-34,o1cc(nc1-c1ccc(OC)cc1)CNC(CCCCC)C,4.16,o 1 c c ( n c 1- c 1 c c c ( O C ) c c 1 ) C N C ( C C C C C ) C
629,A-logD7.4-607,O(CCCOc1ccccc1)c1cc(ccc1)CCNC[C@H](O)c1cc(NC=O)c(O)cc1,2.49,O ( C C C O c 1 c c c c c 1 ) c 1 c c ( c c c 1 ) C C N C [C@H] ( O ) c 1 c c ( N C = O ) c ( O ) c c 1
630,C-logD7.4-6,S(c1nc(ncc1)N1CCN(CC1)c1ccncc1)c1nnc(n1CCCN1CCOCC1)-c1ncccc1,2.08,S ( c 1 n c ( n c c 1 ) N 1 C C N ( C C 1 ) c 1 c c n c c 1 ) c 1 n n c ( n 1 C C C N 1 C C O C C 1 ) - c 1 n c c c c 1
631,A-logD7.4-639,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccccc1)[OH2+],2.63,[Tc-] 12 ( S C C [N+] 1 ( C C S 2 ) C C N ( C C ) C C ) ( S c 1 c c c c c 1 ) [OH2+]
632,A-logD7.4-359,Fc1ccc(cc1)CNC(=O)\C(=C\c1ccccc1)\C(=O)NO,1.1,F c 1 c c c ( c c 1 ) C N C ( = O ) \ C ( = C \ c 1 c c c c c 1 ) \ C ( = O ) N O
633,A-logD7.4-412,O=C1N(c2c(cccc2)C(=N[C@H]1NC(=O)Nc1cc2N(CCc2cc1)c1nn[nH]n1)c1ccccc1)C,1.38,O = C 1 N ( c 2 c ( c c c c 2 ) C ( = N [C@H] 1 N C ( = O ) N c 1 c c 2 N ( C C c 2 c c 1 ) c 1 n n [nH] n 1 ) c 1 c c c c c 1 ) C
634,O-14,o1cccc1C(=O)N1CCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1,1.88,o 1 c c c c 1 C ( = O ) N 1 C C N ( C C 1 ) c 1 n c ( N ) c 2 c c ( O C ) c ( O C ) c c 2 n 1
635,F-logD7.4-6,OC1=CC=CN(CC(=O)NC)C1=O,-1.15,O C 1 = C C = C N ( C C ( = O ) N C ) C 1 = O
636,A-logD7.4-620,O1[C@H]([C@H]1C)C1=Nc2c(-n3c1ccc3)cccc2,2.55,O 1 [C@H] ( [C@H] 1 C ) C 1 = N c 2 c ( - n 3 c 1 c c c 3 ) c c c c 2
637,B-logD7.4-217,Clc1cc(OC)ccc1CN1CCC(n2c3c(nc2O)cccc3)CC1,2.5,Cl c 1 c c ( O C ) c c c 1 C N 1 C C C ( n 2 c 3 c ( n c 2 O ) c c c c 3 ) C C 1
638,J-D7.4-3,OC=1C(=O)C=CN(CCCO)C=1C(O)C,-1.12,O C = 1 C ( = O ) C = C N ( C C C O ) C = 1 C ( O ) C
639,B-logD7.4-321,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCOCCc1ccc(F)cc1,1.57,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C C S ( = O ) ( = O ) N C C O C C c 1 c c c ( F ) c c 1
640,A-logD7.4-232,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OC)cc3)C=C[C@@H]2O,0.22,O 1 [C@@H] 2 [C@] 34 [C@H] ( [C@H] ( N ( C C 3 ) C ) C c 3 c 4 c 1 c ( O C ) c c 3 ) C = C [C@@H] 2 O
641,A-logD7.4-734,s1c(cnc1Nc1ncnc2c1cc(OC)c(OCCCN1CCC(CC1)CO)c2)CC(=O)Nc1cc(F)ccc1,3.2,s 1 c ( c n c 1 N c 1 n c n c 2 c 1 c c ( O C ) c ( O C C C N 1 C C C ( C C 1 ) C O ) c 2 ) C C ( = O ) N c 1 c c ( F ) c c c 1
642,A-logD7.4-494,Clc1cc2sc(S(=O)(=O)N[C@H]3CCN([C@H](C(=O)N4CCOCC4)C)C3=O)cc2cc1,1.85,Cl c 1 c c 2 s c ( S ( = O ) ( = O ) N [C@H] 3 C C N ( [C@H] ( C ( = O ) N 4 C C O C C 4 ) C ) C 3 = O ) c c 2 c c 1
643,E-logD7.4-46,O\N=C(\NC1CCCCC1)/c1c2c(ccc1)cccc2,4.43,O \ N = C ( \ N C 1 C C C C C 1 ) / c 1 c 2 c ( c c c 1 ) c c c c 2
644,A-logD7.4-244,S(=O)(=O)(C)c1c2nccc(c2ccc1)-c1c2cc(ccc2n(CC(O)=O)c1C)C,0.3,S ( = O ) ( = O ) ( C ) c 1 c 2 n c c c ( c 2 c c c 1 ) - c 1 c 2 c c ( c c c 2 n ( C C ( O ) = O ) c 1 C ) C
645,O-173,O1c2c(cccc2)C(O)=C([C@@H](CC(=O)C)c2ccccc2)C1=O,1.12,O 1 c 2 c ( c c c c 2 ) C ( O ) = C ( [C@@H] ( C C ( = O ) C ) c 2 c c c c c 2 ) C 1 = O
646,C-logD7.4-18,O(CCCON1C(NC(=NC1=N)N)(C)C)c1ccc(cc1CCC)C(=O)C,2.92,O ( C C C O N 1 C ( N C ( = N C 1 = N ) N ) ( C ) C ) c 1 c c c ( c c 1 C C C ) C ( = O ) C
647,C-logD7.4-49,Clc1cc(ccc1)CNc1nnc(c2c1cccc2)C,4.32,Cl c 1 c c ( c c c 1 ) C N c 1 n n c ( c 2 c 1 c c c c 2 ) C
648,A-logD7.4-83,Fc1cc2c(N(C=C(C(O)=O)C2=O)c2ccc(F)cc2)cc1N1CC(NC(C1)C)C,-1.11,F c 1 c c 2 c ( N ( C = C ( C ( O ) = O ) C 2 = O ) c 2 c c c ( F ) c c 2 ) c c 1 N 1 C C ( N C ( C 1 ) C ) C
